id,rfm_r,rfm_f,rfm_m
4359,29316,2,39724.0
4361,1964,7,82909.0
4370,1236,36,132032.5
4371,21252,11,778170.0
4372,35005,5,112524.5
4373,27900,1,12990.0
4374,20148,16,432424.0
4375,27972,3,45690.0
4376,27948,1,1832.0
4378,1836,21,246945.68
4379,27036,1,19990.0
4380,33877,1,13990.0
4381,31789,8,246000.0
4382,3794,7,52306.0
4383,31861,5,116730.0
4384,30589,1,13290.5
4386,16116,12,104138.0
4387,32821,7,273810.0
4389,28524,1,18190.0
4391,25500,4,44270.0
4394,25212,8,29220.1
4396,12815,2,25280.0
4397,29172,1,29990.0
4400,29028,2,61960.0
4401,684,49,674943.0
4402,30349,3,71650.0
4403,41533,21,241383.0
4404,24948,3,22250.0
4405,30613,1,8990.0
4407,25404,13,699975.7
4409,27156,2,69982.0
4410,32893,2,15980.0
4411,31429,2,1656.0
4412,28956,1,3990.0
4413,30565,4,31520.0
4414,31549,2,39960.0
4415,29964,2,29980.0
4416,3216,21,638888.0
4417,33349,5,70690.0
4419,26964,1,1592.0
4421,32677,1,29990.0
4422,34813,1,3990.0
4423,8340,7,18660.0
4425,15900,4,58066.0
4426,31957,1,1290.0
4428,30493,5,70083.0
4430,31621,4,33140.0
4432,27276,1,21490.0
4435,27732,1,9592.0
4436,30589,1,6290.0
4439,30781,3,153950.0
4440,30997,4,57900.0
4441,25428,2,17580.0
4442,30084,2,35960.0
4445,23724,31,1316485.0
4446,30637,2,15960.0
4447,32533,1,29990.0
4448,26052,3,47170.0
4452,262,13,897805.0
4453,26868,5,355430.0
4455,33517,1,490.0
4456,27876,2,6578.0
4457,30012,2,71560.0
4458,28884,1,45891.0
4459,30877,1,18990.0
4461,25116,8,238658.5
4462,6665,4,31449.0
4463,19116,7,1829376.1
4469,28140,3,51950.0
4471,31477,1,7990.0
4472,33373,3,48170.0
4473,43285,1,2990.0
4475,34285,19,919300.0
4476,35149,2,4980.0
4477,29028,2,25960.0
4478,34045,1,990.0
4481,1164,58,121498.08
4482,26796,8,164900.0
4484,31165,6,144175.5
4485,31861,3,63371.0
4486,19072,2,15980.0
4487,44701,1,12990.0
4489,30229,6,142840.0
4491,28596,2,51960.0
4492,28980,1,7990.0
4493,26724,2,12780.0
4494,31261,5,92390.0
4497,18780,33,1207350.0
4498,33877,2,37960.0
4501,32701,1,17990.0
4502,30084,4,43338.0
4504,21564,5,42330.0
4506,17172,16,881580.0
4509,32893,2,47960.0
4510,30325,2,43160.0
4512,468,6,1154212.0
4515,32149,1,11394.0
4516,27348,5,149332.0
4517,1116,40,500443.0
4519,30493,1,24990.0
4521,41293,2,19960.0
4523,34981,1,19990.0
4524,26340,4,80740.0
4525,38389,1,2590.0
4526,7404,45,4919072.0
4527,26676,6,357996.11
4528,30229,2,39960.0
4530,31045,1,3990.0
4532,29484,2,67960.0
4533,24804,7,70940.0
4534,30613,2,55960.0
4535,374,8,49027.0
4536,34717,3,247122.0
4537,19620,5,32605.66
4538,27300,1,13990.0
4540,31669,3,24663.0
4541,27180,1,18990.0
4543,30132,1,8990.0
4545,28812,3,42408.64
4546,30565,1,4790.0
4549,25788,11,642474.46
4550,27252,10,926385.0
4551,28620,17,747870.0
4553,31645,3,12270.0
4556,32845,1,799.0
4558,32989,6,98460.0
4559,32173,2,179749.2
4560,23268,3,40374.0
4561,24972,11,909981.1
4563,31693,2,23960.0
4564,29532,1,4312.0
4566,13284,8,257300.0
4568,14532,16,513021.45
4569,29388,1,29990.0
4571,28116,1,3490.0
4572,20940,7,335718.0
4573,29628,3,9170.0
4575,2677,5,95318.0
4576,27108,1,12990.0
4577,29772,1,12990.0
4578,22202,4,36400.0
4580,33013,20,176684.0
4581,24084,4,271207.0
4582,46429,6,1504676.0
4583,30157,1,6590.0
4584,5367,18,363063.0
4585,31573,2,16580.0
4586,28188,3,104910.0
4588,33061,2,23160.0
4589,36517,2,29960.0
4590,28452,2,65960.0
4592,34765,2,13580.0
4596,21452,3,2196.6
4597,34021,1,11990.0
4599,35125,1,1990.0
4601,28932,2,15960.0
4603,30349,5,21680.0
4604,29220,2,35980.0
4605,27828,1,19990.0
4606,34549,1,5990.0
4607,27468,3,27974.0
4610,29412,1,24990.0
4612,35557,5,204750.0
4613,32941,2,32798.0
4615,24612,10,87981.86
4617,32557,26,2734342.0
4619,30445,1,999.0
4620,26676,16,1753036.25
4621,31525,1,39990.0
4622,28836,1,25490.0
4623,33493,1,3790.0
4624,27900,2,19160.0
4625,33733,3,131910.0
4626,30517,4,88900.0
4627,33397,1,14990.0
4629,27180,2,61960.0
4630,44077,3,67710.0
4631,26892,1,3290.0
4633,2940,12,69913.5
4634,29532,1,13990.0
4635,28236,2,2976.4
4637,26796,1,499.0
4639,31237,2,1796.0
4640,19969,4,19783.0
4642,32245,4,22260.0
4645,30349,1,9990.0
4646,25500,2,12280.0
4647,37453,2,4538.0
4648,2700,57,180613.5
4650,15876,7,1071008.3
4651,26988,1,4990.0
4653,34837,4,104949.0
4654,31477,1,3990.0
4657,35749,4,713774.0
4658,8538,7,140650.0
4659,31093,6,116680.0
4660,22932,15,233198.46
4663,30325,5,404750.0
4664,34021,2,7780.0
4665,27156,2,23560.0
4667,2292,10,64278.4
4669,31765,1,11990.0
4670,34237,2,2069.0
4671,30132,3,9984.0
4674,35629,4,88240.0
4682,29580,1,11990.0
4684,27036,1,37990.0
4686,27684,7,113865.0
4689,11364,9,39394.0
4690,6766,2,75289.0
4692,30877,1,15290.0
4693,34693,2,33160.0
4694,33493,1,13990.0
4695,39349,4,64000.0
4696,19644,4,33009.0
4697,29196,10,604740.0
4698,26892,2,115960.0
4700,28020,1,3490.0
4701,34165,1,8990.0
4702,30084,1,21861.0
4706,25452,2,40280.0
4708,24396,4,193498.1
4709,31669,1,4990.0
4711,34165,11,640430.0
4713,34885,2,31980.0
4714,32029,7,251880.0
4715,19836,10,173580.0
4717,38005,1,6590.0
4718,27900,7,63779.0
4721,27276,14,919940.0
4723,31693,1,18990.0
4724,31693,1,8990.0
4727,30373,2,57960.0
4728,28980,2,28192.0
4729,12766,4,108740.0
4730,21204,4,52520.0
4731,32149,1,14391.0
4733,30084,10,592456.0
4734,45709,1,6990.0
4736,28572,2,67960.0
4740,31285,2,88164.0
4741,34765,2,33960.0
4742,24396,32,4453014.0
4744,45253,6,132240.0
4745,34741,21,1723270.0
4747,34549,5,124154.0
4748,33757,2,51960.0
4750,17268,38,1043897.0
4751,20892,18,243875.32
4753,44989,2,3296.0
4755,10308,8,137981.0
4756,30108,1,5990.0
4757,33229,2,2656.0
4759,1020,19,50091.0
4760,31069,1,999.0
4761,684,16,168449.0
4762,26940,1,999.0
4763,32701,1,4990.0
4765,29676,2,14980.0
4766,30205,6,1010142.0
4769,29172,1,1491.0
4770,39493,10,112786.0
4773,26964,5,73830.0
4774,18156,16,822824.36
4775,26844,14,591562.0
4776,27852,2,49560.0
4778,30445,3,54950.0
4779,30157,1,16990.0
4780,2820,2,31689.0
4782,31693,1,5590.0
4783,40045,7,999420.0
4784,28908,1,7990.0
4785,32269,2,27960.0
4786,26076,8,533471.0
4787,3260,4,23378.0
4789,29652,2,57960.0
4790,43909,3,49710.0
4792,34021,1,14990.0
4793,28812,1,21990.0
4795,27780,2,31080.0
4797,34045,4,83720.0
4798,28836,6,252220.0
4799,31813,1,4390.0
4800,39973,1,9990.0
4801,32029,8,233354.0
4802,32893,6,80640.0
4803,25932,19,830260.1
4804,31717,12,367106.0
4806,32173,1,9190.0
4807,35989,19,1605750.0
4808,33685,1,253926.0
4809,21060,13,191112.0
4811,1701,4,26056.0
4812,26916,1,13990.0
4813,18972,7,83265.5
4814,23100,19,980270.2
4815,8364,3,4728.0
4820,23676,8,85157.0
4821,28740,9,246130.0
4823,33589,1,2990.0
4824,35581,7,178273.0
4825,33613,12,1812115.0
4830,26988,2,25480.0
4833,21876,9,204674.1
4835,29244,2,16580.0
4836,45205,2,24560.0
4837,36613,4,282300.0
4839,32581,7,242068.0
4840,31909,4,40240.0
4843,30901,3,20950.0
4844,8752,2,44989.0
4845,30613,1,12990.0
4850,31117,2,41760.0
4851,36565,1,29990.0
4852,44677,9,123453.0
4853,40477,2,636660.0
4854,33661,3,43972.0
4856,26964,1,2990.0
4857,30493,3,80910.0
4858,44317,3,49550.0
4860,27084,1,872.0
4861,23772,16,444902.1
4862,34501,3,34050.0
4863,32317,3,42957.0
4864,31693,1,4990.0
4865,30637,3,61410.0
4866,31549,1,15990.0
4867,28980,2,49960.0
4868,27828,2,14980.0
4869,32029,1,29990.0
4870,33493,4,44140.0
4873,31549,2,19560.0
4874,27972,1,19990.0
4875,30949,1,10490.0
4876,11388,24,173608.8
4880,29268,7,526610.0
4883,29796,1,36391.0
4884,31597,1,7990.0
4885,29364,36,1511664.0
4886,32653,2,25960.0
4888,28812,1,12990.0
4890,30421,1,29990.0
4891,30181,5,88897.0
4893,29052,1,14990.0
4894,21540,6,45940.0
4895,27996,1,7490.0
4896,34285,2,21960.0
4898,30733,1,21590.0
4900,26508,2,0.1
4901,34669,1,10990.0
4904,34957,3,32205.0
4905,25572,15,314211.5
4906,38989,3,66750.4
4908,31693,1,17991.0
4909,29316,1,34990.0
4910,36037,1,15990.0
4911,32941,1,4390.0
4912,31501,4,57834.0
4913,31501,1,4990.0
4914,20124,8,123506.0
4915,30181,1,3990.0
4916,31789,1,7990.0
4917,29460,13,1059204.0
4918,30925,2,5980.0
4919,31093,5,65930.0
4921,30373,2,15560.0
4923,13740,12,472015.0
4925,27612,2,21180.0
4926,24900,16,238361.0
4927,21588,8,172090.0
4928,34285,3,50150.0
4929,30397,6,63360.0
4931,28932,1,45990.0
4932,5520,2,9389.0
4934,3684,46,315860.2
4936,29652,1,59990.0
4939,29796,1,13990.0
4940,36733,1,4490.0
4941,36901,4,142240.0
4942,33949,4,101140.0
4944,25212,4,254116.3
4945,27396,5,57172.0
4946,30589,2,28985.0
4949,32941,4,169900.0
4950,28980,1,45990.0
4951,31477,7,127188.0
4952,36685,1,999.0
4953,27420,1,25990.0
4955,30949,3,15654.0
4957,20988,5,29453.0
4959,22092,8,2701999.2
4963,29028,3,5086.0
4965,31309,1,13990.0
4966,29988,1,17990.0
4968,30589,2,19780.0
4969,33589,1,2990.0
4971,29340,1,10990.0
4973,27852,2,31960.0
4976,29916,1,25611.0
4977,32509,8,187105.35
4978,31501,1,18990.0
4979,26676,2,17580.0
4981,30925,1,3990.0
4982,29052,5,469998.65
4983,46405,1,4790.0
4984,29772,1,999.0
4985,31021,3,17950.0
4986,28932,1,14990.0
4987,11484,11,73358.0
4988,17340,11,145444.0
4989,29364,3,166590.09
4990,26268,10,440974.8
4991,30229,2,2580.0
4993,2037,4,56338.0
4994,29172,4,94140.0
4996,24756,6,69130.1
4998,18444,3,377022.1
4999,33517,1,49990.0
5000,33325,10,446000.0
5001,22020,2,18780.0
5003,34597,3,26470.0
5006,18540,7,307540.0
5007,28428,1,899.0
5008,18900,7,66710.0
5009,28764,1,17990.0
5011,29988,2,43960.0
5015,25956,14,640646.2
5016,31045,1,9990.0
5017,29628,2,20960.0
5018,29628,2,23960.0
5020,1980,16,243600.2
5021,31021,4,133840.0
5022,20328,2,11985.0
5024,27060,1,20990.0
5025,28620,1,1832.0
5027,27804,4,477089.95
5028,28836,1,4990.0
5030,26940,16,536877.1
5031,26940,1,8991.0
5034,28284,2,108960.0
5035,29556,1,4990.0
5036,26772,3,59950.0
5037,34789,1,15990.0
5038,30781,4,116020.0
5041,29628,1,56990.0
5042,26916,1,2790.0
5046,46141,1,999.0
5049,20292,4,67760.0
5050,29436,2,658.0
5051,32773,2,81960.0
5053,33565,7,682010.0
5055,33493,1,140851.0
5056,28476,2,43960.0
5057,28428,2,45960.0
5058,19452,25,429430.0
5060,29268,3,49950.0
5061,29868,1,24990.0
5063,30565,2,128160.0
5067,35077,2,44760.0
5068,31885,3,38950.0
5070,2340,16,959018.0
5072,714,2,14489.0
5073,28812,2,65960.0
5074,30709,2,15160.0
5079,26556,18,408270.0
5082,33877,3,105810.0
5083,29700,3,14637.0
5085,19272,2,10960.0
5086,28836,1,14990.0
5090,34717,2,22960.0
5091,30277,1,15990.0
5092,11820,3,8070.0
5094,32557,1,12990.0
5095,31669,1,336.0
5096,20460,10,66656.2
5097,31165,2,44980.0
5099,29148,1,45990.0
5100,14347,2,9039.0
5101,20220,4,17060.0
5102,31693,5,637750.0
5103,4452,32,2359739.0
5104,28740,2,23980.0
5105,34093,5,91890.0
5107,43621,1,3990.0
5109,27636,5,329750.0
5110,32365,2,35960.0
5112,27324,1,15990.0
5115,29148,2,51960.0
5116,17676,11,212774.0
5119,27036,4,89840.0
5122,25452,15,962515.46
5123,33541,3,64970.0
5124,32653,2,5582.0
5125,26412,7,472375.0
5127,27324,1,29990.0
5128,20436,3,69450.0
5129,32269,2,59980.0
5130,29868,2,29980.0
5131,29244,3,86910.0
5133,29604,2,29960.0
5137,34213,1,19990.0
5139,35053,4,175840.0
5140,27108,1,32990.0
5141,27636,1,13081.0
5142,31477,1,18990.0
5144,16548,144,3506147.75
5145,30349,1,32990.0
5146,25356,4,77950.1
5147,27852,4,1613663.0
5149,31285,4,203840.0
5151,43597,1,18990.0
5152,7164,6,142918.0
5154,28980,1,3490.0
5155,30373,5,1228122.5
5156,23100,6,12060.05
5158,29820,2,63960.0
5159,31165,8,463888.0
5162,27396,4,81148.0
5164,4356,11,49042.0
5166,3972,21,281897.4
5168,27156,4,61440.0
5170,27348,7,239630.0
5171,22116,29,3073416.0
5172,34525,1,6990.0
5173,26988,9,431698.0
5174,30565,1,29990.0
5175,28908,1,29990.0
5176,34645,2,18580.0
5180,28476,2,29960.0
5182,27948,3,95910.0
5183,30373,1,16990.0
5184,33469,3,74910.0
5185,33805,1,799.0
5190,26820,2,53960.0
5192,28380,2,57980.0
5193,28836,1,1590.0
5194,972,126,40070552.83
5195,41509,2,32980.0
5196,31477,3,22650.0
5197,34405,2,54085.0
5198,33805,3,61952.0
5200,1140,35,1678981.59
5201,20892,7,70050.0
5202,32725,10,303980.0
5203,33349,1,5590.0
5204,31429,2,22360.0
5206,27540,2,67780.0
5207,34141,1,6790.0
5209,28500,2,41560.0
5210,30181,4,152904.0
5213,29124,7,150484.0
5214,31213,5,63528.0
5215,30565,5,111030.0
5221,32389,22,1633094.5
5223,31165,6,924591.0
5225,32677,3,95910.0
5226,29700,2,24374.0
5227,25740,4,55560.1
5228,31477,8,1967514.4
5229,29868,2,36960.0
5234,30132,4,186240.0
5236,26004,5,54960.2
5238,33493,8,19422.0
5240,30709,2,36981.0
5241,31765,8,206517.5
5243,276,11,23611.0
5244,30661,2,16360.0
5245,45949,1,3990.0
5248,32845,1,11990.0
5249,31981,13,1013898.0
5252,28932,2,139960.0
5256,31885,3,163410.0
5257,26196,24,2103885.2
5258,18357,3,37750.0
5259,34717,2,12760.0
5261,34405,2,191770.0
5263,31573,16,450000.0
5264,17628,8,687714.0
5265,35053,3,64465.0
5267,10020,8,204791.0
5268,3636,4,14192.0
5269,588,29,174710.16
5270,33493,1,16990.0
5271,20364,2,46980.0
5272,31525,7,269010.0
5274,26652,4,64921.0
5276,27324,1,9990.0
5277,30253,3,94710.0
5278,26388,9,1097879.4
5279,30565,1,11990.0
5280,37621,1,7090.0
5281,20004,3,33758.0
5283,16980,23,531547.11
5284,34909,8,163566.0
5286,32221,2,17360.0
5287,18132,12,226860.0
5288,32365,7,207255.0
5290,26940,2,47960.0
5293,33109,6,65052.0
5294,29124,1,9190.0
5296,12804,5,92890.0
5297,25140,5,273332.0
5298,27228,2,130730.0
5300,13308,2,19380.0
5302,34621,1,5390.0
5303,33637,4,71308.22
5304,29004,3,68950.0
5308,31501,2,31960.0
5312,27972,2,25160.0
5314,23196,9,535184.2
5315,14316,33,1794853.3
5316,29292,1,8990.0
5317,30469,1,6990.0
5318,31717,10,105160.0
5319,41893,1,9990.0
5322,22318,2,9780.0
5324,23340,2,8495.0
5325,6495,4,4192.0
5326,29676,5,678130.0
5327,34357,8,307760.0
5329,26892,1,47490.0
5330,34189,1,15990.0
5332,27276,12,233252.0
5333,33205,10,305117.0
5337,33013,9,271450.0
5342,30253,3,28710.0
5343,28980,1,32990.0
5344,31741,1,6990.0
5345,28332,1,2990.0
5347,30733,2,12553.6
5348,30060,1,21990.0
5351,29412,2,11982.0
5353,684,26,86411.5
5355,17052,12,138282.0
5357,20488,1,3290.0
5358,27516,7,128590.0
5359,31237,21,3491222.2
5360,32101,19,1879443.0
5361,29220,1,24590.0
5364,27612,1,14990.0
5365,34405,1,8990.0
5373,24444,25,748458.6
5374,30132,2,2980.0
5375,20556,11,168998.62
5377,7788,10,151858.0
5378,7260,13,301173.24
5379,33565,4,79840.0
5381,25332,5,78930.0
5382,33061,2,19980.0
5384,28980,3,147750.0
5386,26484,2,27980.0
5387,17436,15,616557.0
5390,32029,2,51960.0
5392,27420,2,54706.0
5394,1020,17,56325.0
5395,27492,2,63960.0
5396,29964,6,106840.0
5397,5532,30,979363.5
5398,27300,3,136710.0
5399,26796,1,29990.0
5401,23652,10,71025.0
5402,21756,3,40362.0
5403,32965,1,23992.0
5405,252,22,474535.0
5406,26220,2,25280.0
5409,33709,1,13990.0
5411,35629,1,22990.0
5412,1860,19,159004.26
5413,25212,3,19859.0
5415,30829,2,37960.0
5416,22140,10,285880.0
5417,21540,5,305756.1
5418,27228,2,42980.0
5419,27348,6,99544.0
5420,28020,7,386410.0
5421,40261,3,125910.0
5423,28836,7,434830.0
5424,10980,4,11143.0
5425,28476,1,28990.0
5426,30229,1,11990.0
5427,31021,1,15990.0
5429,32197,6,176740.0
5430,33973,8,214320.0
5431,27660,4,46394.0
5432,29100,7,104338.0
5434,31741,9,113182.0
5435,34693,2,48160.0
5436,34045,1,4290.0
5438,29652,2,55960.0
5440,36205,2,27960.0
5441,33013,6,663070.32
5442,30901,2,11680.0
5444,32917,2,13980.0
5445,28860,2,1476.0
5449,31477,1,4990.0
5450,28908,1,5790.0
5451,30709,3,115950.0
5452,34693,2,1796.0
5453,29916,5,94557.0
5454,17292,4,38380.0
5456,29004,9,199170.0
5459,29076,4,647252.0
5460,29700,4,197910.0
5461,30349,2,19360.0
5462,24876,15,472887.0
5464,2316,22,41966.16
5465,31021,1,70392.0
5467,24900,5,67590.0
5469,2700,5,38563.0
5470,24660,4,40943.0
5472,32533,3,4584.0
5473,24108,36,1934575.25
5475,32197,5,35530.0
5476,9218,3,101660.0
5477,30397,8,139000.0
5478,35053,1,3690.0
5481,4956,6,41256.5
5482,36541,5,84112.0
5483,34717,8,80592.0
5484,28404,4,151960.0
5485,28644,1,31491.0
5486,27228,1,1832.0
5487,27468,2,33980.0
5491,39709,2,25780.0
5494,27372,2,4178.0
5496,34813,1,10392.0
5497,29988,2,71960.0
5499,22236,3,10270.0
5500,30613,2,32980.0
5502,33709,9,826080.0
5503,11700,6,17643.0
5504,32365,1,6990.0
5506,26940,1,2790.0
5509,25452,5,103990.0
5511,45493,16,305200.0
5514,21420,7,83770.0
5515,29988,3,60530.0
5516,22572,6,253391.5
5517,28116,2,3902.0
5518,43165,1,5990.0
5519,44845,6,25272.0
5520,43453,1,10990.0
5521,16836,18,577917.0
5522,31429,1,39990.0
5523,7500,2,70989.0
5524,28068,3,62970.0
5526,29652,1,14990.0
5528,27492,2,90520.0
5529,26892,1,23990.0
5530,33493,3,161050.0
5531,30565,2,49960.0
5537,17244,14,1118705.0
5539,33997,6,74880.0
5540,25380,9,420930.0
5541,12660,12,106325.0
5546,32797,7,112070.0
5547,27732,1,2990.0
5548,32485,3,52950.0
5551,24972,9,232710.0
5553,30084,2,25980.0
5554,35317,4,18931.0
5555,32677,1,5990.0
5556,27276,15,136605.0
5557,20652,3,53754.0
5558,44845,1,799.0
5560,29100,4,126816.0
5561,34981,1,209186.0
5562,20748,3,136700.0
5563,34645,1,7990.0
5565,28980,8,68039.0
5566,30181,6,162180.0
5567,14532,8,92710.0
5569,26604,5,466048.0
5570,24372,9,275870.0
5571,28524,2,21560.0
5573,29916,3,62937.0
5574,25116,9,34245.0
5575,32773,2,36262.0
5578,25380,4,53240.0
5580,30565,3,49148.0
5582,34021,1,8990.0
5583,6964,8,81422.0
5584,29148,1,21591.0
5585,26964,12,160062.8
5586,29820,14,222502.32
5588,26652,2,22980.0
5589,13308,5,52530.0
5590,28908,1,17991.0
5592,33157,2,18960.0
5593,31261,3,33950.0
5594,28140,3,91750.0
5595,31357,2,30360.0
5596,27660,2,41960.0
5597,31885,4,74900.0
5598,12564,9,133237.0
5604,29700,1,26490.0
5605,20174,7,238930.0
5606,32701,2,12980.0
5607,28068,1,24990.0
5609,28860,1,349.0
5610,26796,1,12290.0
5611,32533,1,33990.0
5614,34981,1,8990.0
5616,28812,3,47640.0
5617,43309,3,515032.2
5618,22428,69,2151619.0
5619,35653,2,41960.0
5620,32125,7,131010.7
5621,24156,22,499510.0
5626,36205,2,2542.4
5627,15516,10,226224.5
5628,28908,6,24333.0
5629,29004,2,30980.0
5631,31573,4,60900.0
5632,28956,6,286716.0
5633,26076,4,729771.0
5634,25284,9,1887163.4
5635,30757,8,47439.81
5637,35005,3,39950.0
5638,33877,2,24560.0
5639,7548,34,724019.5
5640,5148,3,31606.06
5645,20268,5,36360.0
5646,28668,1,2490.0
5647,32941,1,3990.0
5648,33109,1,2690.0
5650,21546,6,100660.0
5651,27492,2,9978.0
5654,32677,4,63740.0
5655,29268,3,195877.8
5656,29796,6,106860.0
5657,30012,7,349510.0
5659,34957,4,35960.0
5662,14748,30,844446.0
5663,32677,5,88930.0
5665,20076,17,1435170.0
5667,42973,1,2390.0
5668,30349,1,17990.0
5669,25140,8,169862.0
5674,29412,1,115182.65
5675,31237,1,14990.0
5677,21924,6,14198.76
5678,29124,2,32760.0
5679,26868,2,59960.0
5681,26484,8,3164420.0
5682,28644,1,18490.0
5684,33901,31,1728073.0
5686,18228,5,97560.1
5687,28860,1,18990.0
5688,19695,13,528685.0
5689,32941,2,226512.0
5691,24900,4,43963.0
5692,30541,2,39960.0
5693,26988,4,23040.0
5698,31165,1,4990.0
5700,5700,14,93159.58
5701,44989,1,2490.0
5702,28356,2,85960.0
5704,31093,5,260250.0
5705,32701,2,25960.0
5706,15204,6,170285.0
5707,21804,6,89920.0
5708,31813,10,416646.0
5710,24012,8,280835.0
5711,23829,9,213335.0
5714,34357,2,25960.0
5715,27204,2,18360.0
5720,29556,1,399.0
5721,27324,3,56450.0
5722,33181,1,3990.0
5723,29652,2,48564.0
5724,28356,1,5390.0
5725,31741,1,179.0
5726,31069,1,3790.5
5728,32365,13,322431.75
5730,32005,1,21936.0
5731,32509,2,45960.0
5732,29916,10,403816.0
5733,27948,2,15578.0
5734,26196,16,834881.0
5735,33421,3,10968.0
5738,924,38,1751242.0
5739,18084,4,23663.0
5740,41821,4,71840.0
5741,13932,27,1898027.2
5742,34789,2,22980.0
5747,29916,2,43957.78
5748,30757,1,42590.0
5750,37501,1,2690.0
5751,25740,19,605264.0
5754,34093,1,3990.0
5755,34909,2,25160.0
5756,28428,1,6490.0
5757,30829,4,24940.0
5758,36085,1,45691.0
5760,34957,5,136230.0
5761,34141,5,154230.0
5762,26988,2,32580.0
5763,32797,1,7990.0
5764,29580,3,323910.0
5765,30084,5,12025.0
5766,25596,6,64080.0
5767,38365,9,1220323.62
5769,29820,2,73160.0
5770,27900,5,30910.0
5771,29676,2,19139.0
5772,2004,3,33887.0
5775,29316,1,17699.0
5776,27612,1,3990.0
5778,34693,4,159300.0
5779,23508,2,15602.0
5782,30012,16,3393260.0
5784,28428,1,6990.0
5785,2724,5,32060.0
5786,25524,3,27250.0
5787,21084,6,317318.3
5788,30253,1,6990.0
5790,34261,2,586.0
5791,24444,5,96970.0
5792,22356,7,322535.0
5794,26700,2,69960.0
5795,31549,1,18990.0
5796,35053,1,16990.0
5797,19620,12,273471.76
5798,27228,2,46124.0
5799,28116,1,1192.0
5800,35077,2,77960.0
5802,26988,1,8990.0
5803,27396,2,12960.0
5804,8316,8,8684.0
5805,32725,20,385606.0
5806,32509,2,32580.0
5807,27300,1,2290.0
5808,19428,8,104022.0
5809,30685,5,176266.0
5811,34717,6,187736.0
5812,31837,3,33970.0
5814,36397,15,455250.0
5818,31789,1,21990.0
5819,1932,8,317588.0
5821,31453,4,104640.0
5823,30757,1,3590.0
5824,27228,1,8390.0
5825,29340,5,76930.0
5828,37669,2,31960.0
5829,30637,6,419640.0
5830,9396,8,54053.3
5831,30060,13,630859.6
5833,29052,4,205222.0
5834,30949,1,14990.0
5835,18996,6,379760.3
5837,17148,13,650620.0
5838,32029,1,8990.0
5840,39133,2,19960.0
5842,26508,4,33690.2
5843,33493,2,22076.5
5844,30084,1,35990.0
5845,21492,7,7884.5
5847,31549,1,7990.0
5848,30157,5,99870.0
5850,33901,1,7590.0
5852,25404,7,22260.0
5853,21612,2,22980.0
5857,36013,7,423160.0
5858,34429,1,39990.0
5862,29460,1,2990.0
5863,34621,1,650.0
5864,26436,9,382519.0
5866,29940,3,20850.0
5867,30012,4,140256.0
5868,26244,10,97509.5
5869,39685,1,18990.0
5870,33445,2,17960.0
5874,31837,1,12990.0
5875,25644,7,222030.0
5876,34597,3,82710.0
5882,27084,1,22990.0
5883,30613,1,5590.0
5884,20820,6,69830.0
5885,32269,2,47960.0
5890,33205,1,4490.0
5891,32893,2,42080.0
5892,33853,1,29990.0
5893,28836,2,47960.0
5897,2100,24,485441.8
5899,26364,2,30980.0
5900,2460,65,1910970.73
5903,31405,2,29228.0
5904,28836,3,59310.0
5906,33109,1,29990.0
5909,29100,1,16990.0
5910,30012,1,18990.0
5911,31165,1,22990.0
5912,108,21,86043.0
5913,15372,128,2389452.56
5915,33301,4,143640.0
5916,19452,6,130258.0
5918,39877,3,3321.0
5920,5772,15,1635393.0
5924,29556,1,14240.5
5925,6108,59,951702.4
5926,27228,1,5990.0
5927,26844,1,29990.0
5928,32005,2,9980.0
5930,29148,7,267030.0
5931,33373,8,432790.0
5933,29196,2,37980.0
5934,24948,9,285754.0
5935,7092,23,533037.2
5937,34405,1,44990.0
5938,10836,20,51902.3
5939,31501,4,237040.0
5940,32269,7,58625.0
5941,12401,2,21480.0
5942,27300,1,5490.0
5943,29028,2,18980.0
5945,3204,16,157392.0
5947,34981,1,31341.0
5948,25572,11,1346514.8
5950,30661,3,44910.0
5952,27084,2,33780.0
5954,28932,1,3990.0
5955,32389,3,41350.0
5956,18780,4,68213.0
5961,32605,7,179810.0
5962,25188,23,3012010.4
5963,28020,1,24990.0
5966,15516,15,66480.6
5969,28116,2,133960.0
5970,37885,8,692596.0
5971,28980,1,19990.0
5972,28788,1,16662.34
5973,27756,1,15990.0
5974,14065,4,102766.0
5978,33325,2,3996.0
5980,30421,2,51960.0
5981,28716,1,29990.0
5982,6690,5,77841.54
5985,30517,1,3990.0
5986,25164,3,23050.0
5989,26940,29,5101543.5
5991,25332,4,126920.0
5992,29988,11,292910.0
5993,28332,1,2990.0
5995,30349,2,31560.0
5996,33493,7,1673873.0
5997,28476,1,6790.0
5998,27468,1,3990.0
5999,29844,2,44123.2
6002,29172,1,3490.0
6004,31189,1,999.0
6006,16380,10,247980.0
6007,27228,5,139110.0
6009,30997,1,18990.0
6010,34957,4,147840.0
6011,1692,38,253471.04
6012,29508,2,22960.0
6013,30517,2,41960.0
6014,27972,1,3990.0
6015,26652,2,23090.0
6016,27108,3,25950.0
6018,31645,5,30242.0
6019,26316,2,24455.0
6020,31189,15,501243.0
6021,29172,6,44820.0
6022,30853,1,19990.0
6024,24996,3,21967.62
6026,31933,47,702002.0
6027,32581,1,29990.0
6029,33205,6,272676.0
6030,29076,2,3196.8
6031,18636,11,1868398.4
6033,31717,4,125203.0
6034,28812,1,25990.0
