id,rfm_r,rfm_f,rfm_m
12099,31573,1,6990.0
12100,28980,2,97960.0
12101,15804,69,3065758.76
12102,31933,7,255850.0
12103,34237,2,67960.0
12104,27300,1,2490.0
12105,27180,1,3690.0
12106,34237,2,8022.0
12107,8399,3,35959.0
12109,28092,1,34990.0
12110,32293,2,61190.0
12111,27660,1,10990.0
12112,31405,1,3990.0
12113,24708,3,3403.0
12114,26220,1,590.0
12115,29508,2,11960.0
12116,39445,1,6990.0
12120,27228,2,19980.0
12121,27180,2,24560.0
12122,27972,1,12990.0
12123,30397,2,25560.0
12126,30589,4,79120.0
12127,21924,7,79592.0
12129,33949,1,5490.0
12130,31909,4,73960.0
12131,28404,10,154240.0
12133,32197,1,4990.0
12135,25380,10,723680.0
12137,31525,2,13480.0
12138,27492,1,8990.0
12140,27540,1,22990.0
12141,31357,2,43960.0
12142,3396,8,72906.0
12143,28764,7,655070.1
12144,28884,1,6490.0
12145,1452,26,219072.0
12146,31573,1,9990.0
12147,23522,12,149312.0
12148,25596,2,5280.0
12150,420,16,189209.0
12152,19260,5,99044.0
12153,28452,2,58160.0
12155,25092,2,7580.0
12159,33277,12,806916.0
12162,34381,9,185465.0
12164,28332,5,89930.0
12166,28980,2,16180.0
12167,20628,14,390088.0
12168,28260,7,114970.0
12170,27996,1,12990.0
12171,22092,10,297685.0
12172,3066,25,581997.0
12173,33061,2,37360.0
12175,26988,1,1690.0
12177,32125,2,27160.0
12179,33181,1,1416.0
12180,34885,6,77713.34
12181,32797,1,16990.0
12184,28404,2,14980.0
12190,31213,7,136347.5
12193,27540,1,9990.0
12194,22092,4,109354.0
12195,29052,3,50760.0
12196,34717,5,129375.0
12197,31165,5,34054.4
12199,26052,7,90065.0
12200,27660,1,45990.0
12201,2724,6,25960.0
12205,26460,19,1517115.0
12207,28284,1,22990.0
12208,28788,1,18990.0
12209,32965,5,210805.0
12210,32173,4,65920.0
12212,636,66,4375923.6
12216,276,31,446230.0
12219,30157,2,22511.0
12221,34261,3,35937.0
12223,31165,2,16760.0
12224,29172,1,49990.0
12225,19452,3,33570.0
12226,33661,6,100920.0
12227,28356,2,27160.0
12229,32677,1,19990.0
12231,29340,7,85640.0
12233,32653,1,29990.0
12235,30829,4,89076.0
12236,31357,2,15960.0
12237,30517,1,9990.0
12238,27660,3,11037.0
12240,5402,5,12127.0
12241,30493,1,3890.0
12243,3204,22,57716.5
12244,32485,4,217617.0
12245,7788,29,754960.46
12248,31477,1,18990.0
12251,28452,21,398074.8
12252,32653,4,37876.0
12253,31477,2,74000.0
12256,1788,6,28849.0
12257,22140,18,625967.98
12258,26556,1,35484.0
12260,33517,1,17990.0
12261,30036,2,5980.0
12262,31621,22,143134.0
12264,5676,5,31977.0
12265,27060,3,14150.0
12266,29196,4,298292.8
12268,33613,2,35560.0
12269,2892,14,128501.0
12271,31237,3,1971.0
12274,30541,1,18990.0
12276,31333,2,19960.0
12278,30277,3,56550.0
12279,27444,1,2190.0
12281,31381,4,98489.0
12284,7020,6,329433.85
12285,18468,13,2282481.9
12286,19092,23,1218266.73
12288,30157,4,48340.0
12289,30132,1,78191.0
12290,28164,2,49980.0
12291,29988,5,368795.0
12292,32773,2,28580.0
12293,2016,5,3883.0
12296,29844,1,41590.0
12299,32197,15,962539.0
12300,34045,3,38937.0
12301,26628,3,63270.0
12302,27108,1,27990.0
12304,33181,1,6995.0
12305,26052,24,882290.0
12307,5412,45,820817.76
12308,27300,1,1592.0
12310,47173,2,18978.0
12311,30349,1,6990.0
12312,30517,1,23990.0
12313,33157,7,105672.0
12314,28404,8,595000.0
12318,30709,2,23240.0
12319,27324,1,19990.0
12320,3600,66,438576.0
12321,29556,1,7990.0
12323,29196,1,15990.0
12325,34885,1,3990.0
12326,30757,1,29990.0
12328,17556,10,77813.0
12329,26076,9,1151664.2
12331,12814,9,178620.0
12332,19020,8,91464.1
12335,28692,1,11990.0
12336,32437,1,299.0
12337,27612,1,5740.0
12338,27708,1,3490.0
12339,29604,1,999.0
12340,28524,3,209010.0
12343,31189,3,35415.0
12344,36397,1,3990.0
12345,29316,3,54372.0
12346,27612,1,5990.0
12347,34381,9,339056.79
12348,28500,1,17490.0
12349,30805,1,3990.0
12351,32077,4,171920.0
12352,2374,46,2799980.76
12353,30325,20,538848.0
12354,26820,2,19980.0
12356,32773,3,68910.0
12358,34525,2,39980.0
12359,37405,10,552360.0
12360,33373,3,60150.0
12362,17652,7,24870.0
12363,26796,3,109950.0
12364,33037,1,25990.0
12365,29988,5,759511.15
12366,19500,4,35980.1
12367,29940,2,47960.0
12368,33205,2,23960.0
12369,29604,1,7192.0
12371,27588,1,39990.0
12372,30036,3,23337.0
12374,26868,3,73518.0
12375,34525,4,106240.0
12377,29052,8,500960.0
12379,33781,4,92540.0
12381,34837,8,440080.0
12383,32173,4,43040.0
12384,36205,6,12384.0
12385,20916,10,239430.0
12386,46141,8,17616.0
12387,31525,1,2990.0
12388,32029,1,5990.0
12389,3979,7,154488.0
12391,26268,38,1300754.9
12392,26988,1,19990.0
12393,41797,10,28129.0
12394,31141,1,9990.0
12395,16956,24,1010697.4
12398,27156,3,54387.0
12400,28836,1,14990.0
12402,15828,18,864837.0
12403,22956,4,61816.0
12406,27012,1,7590.0
12408,34285,1,5990.0
12409,27564,2,4828.0
12410,27996,2,22818.05
12411,28404,1,9490.0
12413,34669,7,86853.0
12414,35053,1,26994.0
12415,32821,2,39980.0
12416,27204,10,661000.0
12417,30637,1,15990.0
12418,33133,21,323201.5
12421,30397,20,601390.0
12423,28836,11,468930.0
12424,30181,1,16990.0
12425,29460,1,1990.0
12426,44245,8,186980.0
12428,5879,15,94094.02
12432,30949,2,3980.0
12434,33397,2,9960.0
12435,5436,7,145354.0
12439,31189,50,720096.0
12441,24900,3,59570.0
12444,2940,114,3314604.72
12446,44773,1,18990.0
12448,26916,42,2010118.0
12449,24756,6,50707.0
12450,28764,4,65293.6
12452,29460,1,10990.0
12453,34477,1,4990.0
12454,24132,12,4635483.1
12455,29268,1,29990.0
12456,34981,2,43960.0
12461,34309,2,23960.0
12462,5758,1,28999.0
12463,18516,14,248200.0
12464,5316,21,85025.5
12468,17700,3,32670.0
12469,13199,4,77920.0
12470,13452,2,39208.75
12472,29172,9,123426.0
12473,34933,2,30980.0
12475,13146,2,13480.0
12476,46717,2,9960.0
12477,45781,2,49980.0
12478,33397,2,59960.0
12479,32917,2,22560.0
12481,29340,2,23980.0
12482,34045,1,9890.0
12484,26988,2,15980.0
12486,21540,8,68880.0
12491,28812,19,143589.6
12492,27180,1,11990.0
12494,684,32,185057.0
12495,33541,1,19990.0
12496,38413,2,22160.0
12497,27156,2,13980.0
12499,31789,2,87960.0
12502,1236,12,1779349.07
12503,32725,5,41290.0
12506,15084,8,582907.7
12507,28044,1,3790.0
12508,33829,1,1990.0
12509,30493,2,21960.0
12510,32917,1,33990.0
12511,26892,2,19980.0
12512,32533,5,4025.0
12513,31933,1,7990.0
12517,26316,8,229280.0
12519,21012,8,152421.0
12521,43141,4,4704.0
12524,32629,1,29990.0
12526,31573,3,19670.0
12529,30517,1,6990.0
12530,23580,4,84940.0
12531,26844,1,69990.0
12532,27780,1,9592.0
12534,34021,1,1990.0
12535,856,5,140080.0
12536,35221,7,684222.0
12537,30325,2,20480.0
12538,3420,9,27438.0
12539,45181,2,6480.0
12540,30325,2,984.8
12542,5964,14,57966.0
12545,26076,14,515036.0
12547,39,18,741057.0
12548,30181,2,137960.0
12550,27972,3,170910.0
12551,23604,5,153930.0
12552,18162,3,45120.0
12554,8038,4,47576.0
12555,33997,2,69428.0
12558,29076,3,44955.0
12559,28332,2,31160.0
12560,29676,8,480768.0
12562,35005,1,19390.0
12563,41821,4,21241.2
12564,18084,28,150198.96
12566,18924,2,19980.0
12567,28956,1,3990.0
12569,28452,1,21990.0
12570,31813,1,12990.0
12571,26364,2,16255.0
12572,276,3,11084.0
12573,10140,5,67530.0
12574,15828,4,51449.0
12576,29508,1,2590.0
12577,30301,2,13630.0
12578,29460,1,1290.0
12583,26916,1,12490.0
12584,27900,8,153940.0
12585,30084,3,18950.0
12586,28716,1,3740.0
12587,33133,1,10490.0
12588,23868,20,247196.5
12589,18540,2,11980.0
12590,15948,3,56970.0
12591,27228,1,499.0
12592,28860,1,10990.0
12596,24684,4,121340.0
12597,29316,1,29990.0
12599,29796,2,29960.0
12602,33013,2,29960.0
12603,25068,6,40748.0
12604,27012,3,30510.0
12609,31429,1,12990.0
12610,32053,2,15960.0
12611,27300,1,6990.0
12612,41677,1,12990.0
12613,108,35,367316.6
12616,24804,9,271523.0
12617,28308,1,799.0
12618,30012,3,112527.0
12619,17700,29,915083.0
12623,30325,3,40410.0
12624,30517,1,66060.0
12625,3646,7,429128.0
12626,26988,1,39990.0
12627,22596,4,7470.0
12628,30012,2,14980.0
12631,31261,6,256860.0
12632,34357,10,692324.0
12633,27300,1,1790.0
12636,30709,14,2383027.0
12637,28356,2,27960.0
12638,28404,1,25990.0
12639,30445,2,53180.0
12640,28044,4,9584.0
12641,29172,2,46960.0
12642,31069,1,14990.0
12644,31789,1,1990.0
12645,31165,1,42380.0
12646,30301,5,306136.0
12647,28716,1,14990.0
12648,23580,8,221022.0
12650,32677,2,24960.0
12651,25740,39,7367260.5
12653,30637,9,536737.5
12654,4020,12,18316.0
12655,29676,3,421710.0
12657,7332,11,66924.0
12658,29628,2,30980.0
12660,29532,2,41160.0
12663,28812,3,58368.0
12665,33973,1,37050.0
12666,23748,4,66940.0
12667,32821,1,1790.0
12668,31189,5,529750.0
12670,27468,2,6270.0
12671,26940,5,27070.0
12672,27060,2,99960.0
12673,33157,1,26390.0
12675,32413,1,3990.0
12677,636,14,96523.0
12679,31573,2,80974.0
12680,33517,4,328240.0
12681,45157,1,16990.0
12683,17748,4,90212.0
12685,996,11,551143.0
12686,29220,4,87920.0
12687,16284,4,108500.0
12688,29076,2,10960.0
12690,48661,1,35990.0
12691,31525,3,41310.0
12692,28236,2,3396.0
12693,33853,1,19990.0
12694,29436,5,119432.0
12695,25548,4,16388.19
12697,972,78,325097.2
12699,17892,11,369148.0
12700,35149,3,36028.0
12701,32197,2,21160.0
12703,28308,3,27510.0
12706,29844,1,19990.0
12707,33205,3,84970.0
12708,29052,3,63810.0
12709,2196,18,850475.04
12710,24540,4,45178.0
12714,45157,1,6590.0
12717,15612,10,1088121.1
12718,31069,3,46905.0
12721,27588,1,16490.0
12722,31069,3,37950.0
12723,28812,3,62750.0
12724,33133,5,40090.0
12725,17508,11,125970.0
12726,32605,4,50542.0
12727,26628,16,580346.6
12728,29220,1,4890.0
12729,28812,5,84770.0
12730,28932,2,91960.0
12732,23580,6,125744.0
12733,13668,42,1863073.0
12735,31165,4,136656.0
12737,36157,1,6990.0
12739,30325,1,25990.0
12743,45157,3,13614.0
12744,25476,1,15590.0
12745,20196,42,3520137.84
12746,31525,1,4990.0
12748,34645,6,185634.0
12750,2292,12,70296.0
12751,29748,10,844049.4
12752,44269,4,131840.0
12753,29508,11,1839014.7
12754,1932,16,843571.0
12758,28812,1,4490.0
12759,27084,1,19990.0
12761,2100,12,211808.0
12762,33301,2,3678.0
12764,18780,7,122801.0
12765,24252,7,111254.0
12766,36709,12,407056.0
12767,34693,4,89040.0
12769,5148,6,19620.0
12770,29172,1,4490.0
12771,30445,5,267250.0
12772,32053,1,24990.0
12773,31981,10,1314664.5
12774,30733,2,29404.0
12775,26820,5,179030.0
12776,34885,1,13990.0
12777,33109,2,19960.0
12779,18950,6,138500.0
12780,28356,1,34990.0
12784,21612,4,9869.0
12785,20988,44,940033.0
12786,27372,1,24990.0
12787,24444,3,35770.0
12789,23725,4,71900.0
12790,14676,23,339207.1
12792,33829,1,5490.0
12793,28884,10,297320.0
12794,33901,1,10990.0
12795,30157,2,53960.0
12796,29052,1,7190.0
12798,16428,11,171561.0
12800,34909,6,29964.0
12801,5711,15,294436.0
12802,27084,1,17990.0
12804,23446,6,318882.0
12805,33829,4,90740.0
12806,25956,3,24860.0
12807,28524,2,37960.0
12808,36421,4,21256.0
12810,8868,14,415686.0
12811,27756,1,872.0
12812,28884,6,35900.0
12814,27588,3,38774.0
12815,34285,1,3990.0
12816,29364,2,8782.0
12817,20028,10,97612.3
12818,29676,2,22580.0
12819,2340,29,685322.98
12821,28908,3,29450.0
12824,28524,2,30160.0
12825,28884,3,58150.0
12826,31093,18,203365.0
12827,29820,4,62240.0
12828,32365,4,106140.0
12829,30445,9,2517313.0
12830,2964,9,57614.0
12831,33805,3,916977.0
12832,6012,25,329271.93
12833,31645,1,18990.0
12834,18852,11,139620.0
12835,34933,3,49737.0
12836,34093,2,23960.0
12838,26964,1,2490.0
12839,23487,2,3326.0
12840,27132,1,15990.0
12841,36901,3,92310.0
12842,31549,3,35910.0
12843,32341,2,45960.0
12844,30925,8,100672.0
12846,26028,22,808142.0
12847,3335,2,7589.0
12848,27228,3,53550.0
12849,27156,3,48135.0
12852,34957,1,4990.0
12853,18996,3,12970.0
12854,28476,1,24990.0
12857,34813,14,610528.41
12859,27996,1,24990.0
12861,15132,2,41980.0
12862,28524,4,133520.0
12864,21168,6,47380.0
12865,26412,23,885960.0
12866,28236,1,10990.0
12867,27972,1,6990.0
12868,27900,4,90700.0
12869,31117,2,15960.0
12871,27468,1,25590.0
12872,31021,1,25990.0
12873,31261,2,4980.0
12876,19764,16,2037720.0
12877,33109,2,42324.0
12878,27252,4,30428.0
12879,34333,2,15080.0
12881,37597,1,3490.0
12882,612,63,129888.2
12883,34645,3,37359.0
12884,33661,1,26990.0
12886,33373,4,107740.0
12888,23916,19,1341283.74
12889,23460,2,42980.0
12890,27468,8,158880.0
12891,27684,3,59950.0
12892,31357,1,8990.0
12895,41293,1,37990.0
12896,27468,1,7490.0
12897,29388,1,18990.0
12899,27420,4,163876.0
12901,33661,4,56312.0
12902,28716,1,18490.0
12903,33253,1,33990.0
12904,33493,1,4390.0
12905,31165,1,24990.0
12906,29100,1,19990.0
12907,28836,1,21990.0
12909,26820,1,6872.0
12910,29700,2,22980.0
12912,33661,1,3490.0
12916,9568,3,41270.0
12917,27540,1,28772.0
12918,27084,5,429782.0
12919,33589,8,164180.0
12920,23772,10,310495.0
12921,28092,1,14990.0
12922,30084,3,11937.0
12923,29676,4,82240.0
12924,27156,1,15990.0
12925,35173,1,12990.0
12926,31453,5,135250.0
12930,2676,5,31857.0
12932,25356,5,972083.0
12933,24372,4,31550.05
12934,30973,1,29990.0
12936,29268,1,1290.0
12937,17052,5,25720.0
12938,20844,31,949594.1
12939,11484,3,38686.0
12941,27684,4,71700.0
12943,32005,3,28667.0
12944,27468,1,3990.0
12945,20004,2,4840.8
12946,13554,23,320052.0
12947,5464,3,18002.0
12949,32365,5,109670.0
12951,27780,1,27993.0
12953,27156,1,12990.0
12955,27588,4,137850.0
12956,33157,3,265110.0
12957,35101,8,1260448.0
12959,31021,1,5790.0
12960,30901,1,5490.0
12961,29172,4,26460.0
12962,29124,1,2590.0
12963,810,6,12679.0
12964,108,78,4772054.08
12965,29268,1,24990.0
12967,31045,3,39950.0
12968,34837,1,7990.0
12972,27372,2,69960.0
12973,31573,1,169.0
12974,33901,12,313040.0
12976,33565,1,1790.0
12977,32797,4,75876.0
12979,33613,2,81960.0
12980,34933,2,20689.0
12984,15355,8,129177.0
12985,29004,1,14990.0
12986,27540,1,29990.0
12989,14508,7,301850.0
12990,34477,1,6090.0
12991,29508,1,799.0
12996,34813,2,159960.0
12998,29772,1,27990.0
13002,35101,1,699.0
13003,32221,2,135828.0
13005,32173,4,97476.0
13006,29412,2,23960.0
13007,31645,2,119760.0
13009,31909,1,3690.0
13010,32125,2,17160.0
13011,41197,1,17990.0
13012,24564,10,264517.8
13013,30637,3,68907.0
13014,28812,3,56150.0
13017,24492,12,461062.4
13019,29100,1,57990.0
13021,564,52,240396.2
13023,35077,7,283489.0
13024,30493,3,81510.0
13026,32293,1,17990.0
13028,33013,1,15990.0
13031,25188,2,1589.0
13032,23532,8,41680.0
13033,30709,1,18990.0
13035,44629,1,3990.0
13036,33037,9,158638.0
13037,27012,1,4990.0
13038,28404,3,7320.6
13041,4692,7,124174.0
13042,32845,2,45960.0
13043,34597,4,14748.0
13045,25380,8,172340.0
13046,33037,2,23960.0
13049,29748,2,12880.5
13051,25092,4,34740.0
13052,29580,1,1992.0
13054,14724,11,1076971.1
13057,20868,4,21386.0
13059,32965,15,872510.0
13061,26652,9,337900.5
13062,16836,10,204344.0
13063,31669,1,2990.0
13064,30229,3,10378.8
13067,28116,2,23960.0
13068,27588,3,113910.0
13069,30829,2,51560.0
13070,27636,5,139295.0
13071,30469,4,95840.0
13075,39637,1,29990.0
13077,2316,11,234487.0
13078,938,26,510063.57
13079,205,4,48475.0
13081,27612,5,8660.0
13082,32965,2,4880.0
13083,30997,6,304660.0
13085,34045,3,13164.0
13087,32677,3,56910.0
13088,30108,2,24980.0
13089,27492,2,127960.0
13090,27828,1,2990.0
13093,28884,1,4490.0
13094,28092,1,1990.0
13095,24708,22,1010210.1
13096,22308,5,39254.0
13097,35029,4,206640.0
13098,28740,1,799.5
13099,33157,1,4990.0
13100,34765,1,19990.0
13102,35365,1,3990.0
13103,27348,1,9990.0
13104,27828,1,34990.0
13105,22960,2,7280.0
13106,28788,1,3390.0
13107,45349,6,248640.0
13108,14436,4,145460.0
13109,30805,68,2842564.0
13110,34477,1,2190.0
13111,29292,1,25990.0
13112,28932,1,19990.0
13115,32701,1,23391.0
13116,6060,5,17844.0
13117,43669,1,1990.0
13118,12396,25,1541258.99
13119,28452,1,4990.0
13120,27636,1,34990.0
13121,27372,1,3490.0
13122,29220,1,15490.0
13124,19572,53,1326985.0
13125,28812,1,2990.0
13127,24204,7,75815.0
13128,28908,11,73711.0
13129,27996,14,2953539.5
13130,31621,7,464691.0
13131,28884,1,17490.0
13132,31405,1,4990.0
13133,27924,2,12960.0
13134,2052,10,277554.5
13135,31645,1,1890.0
13136,26508,10,143720.0
13138,20004,9,124383.6
13139,27972,1,25990.0
13140,30685,1,1990.0
13141,28764,1,1290.0
13143,30805,1,14990.0
13144,33733,31,248022.0
13145,32029,4,104640.0
13146,348,37,120600.0
13147,33205,2,15980.0
13148,30733,3,39210.0
13150,27108,1,2590.0
13151,37573,2,10760.0
13152,31741,2,66924.0
13153,27180,34,4884450.0
13156,30060,4,239440.0
13161,2292,23,212669.5
13164,34357,5,328500.0
13166,7239,8,110923.0
13167,28956,1,55990.0
13168,30853,7,391268.5
13170,29004,1,15990.0
13171,33973,8,1271500.0
13172,29436,1,23391.0
13173,25548,4,47500.0
13174,30661,1,17990.0
13175,31645,12,143808.0
13176,28668,1,19990.0
13179,34885,2,59364.0
13180,27852,1,8990.0
13181,34549,1,45550.0
13182,24924,6,366780.84
13183,34477,22,516262.8
13184,28404,1,14990.0
13185,14556,85,2201544.8
13186,31957,2,35960.0
13187,38581,1,54990.0
13190,25716,2,15990.1
13191,1572,6,53064.0
13192,30925,7,44510.0
13193,28452,1,990.0
13194,30733,1,9990.0
13195,21822,11,201126.0
13196,25956,5,49340.0
13197,15180,4,24560.0
13200,23628,25,655706.6
13201,26796,24,503089.0
13202,33901,20,1091080.0
13203,34045,2,26960.0
13204,31429,4,148604.0
13205,29412,5,387091.0
13206,26892,1,4990.0
13208,31453,1,1990.0
13211,32581,1,32990.0
13213,34141,6,30050.0
13214,34261,2,84618.0
13216,36709,2,5998.0
13217,23508,5,48650.0
13218,34189,2,33960.0
13219,2604,19,153478.0
13220,30036,3,119950.0
13223,9828,3,43209.0
13224,33661,1,5990.0
13228,33973,5,36970.0
13229,26724,2,58440.7
13231,30949,5,23757.0
13232,33709,4,206557.0
13233,30685,3,53250.0
13234,27732,1,3590.0
13236,34573,3,86606.73
13238,29820,1,799.0
13239,31237,6,89900.0
13240,27924,1,17990.0
13241,37213,6,67532.0
13242,32509,1,16990.0
13243,20604,3,22160.1
13245,29700,1,21192.0
13246,15660,8,276271.98
13248,32677,8,264320.0
13249,34285,1,1190.0
13250,27684,1,19990.0
13251,29460,1,1990.0
13253,27252,1,25490.0
13255,37333,2,818798.0
13256,22332,98,4209613.83
13258,34045,8,121760.0
13260,29916,3,36237.0
13261,31333,2,24970.0
13262,29700,3,62370.0
13264,31165,3,66609.0
13266,30853,5,28030.0
13268,29532,1,5790.0
13269,30325,2,55960.0
13271,34885,2,7980.0
13272,35149,2,4439.0
13273,27780,4,52920.0
13274,24228,5,35250.0
13275,27084,7,274730.0
13276,18146,5,32304.0
13277,27876,3,56160.0
13278,22908,37,2020479.0
13279,29676,1,15990.0
13280,29004,16,508082.6
13282,31117,5,63930.0
13283,29148,2,33960.0
13284,29268,2,14560.0
13285,31909,4,62640.0
13286,30805,2,35960.0
13287,32581,6,99000.0
13288,34237,1,7064.0
13289,32581,1,16990.0
13291,28308,2,31960.0
13292,29604,1,31992.0
13293,28236,1,4990.0
13294,28476,1,1790.0
13295,431,3,47980.0
13296,34741,2,31980.0
13297,32461,6,111400.0
13298,31501,4,155476.0
13299,18839,2,8070.0
13300,30757,4,44940.0
13301,11532,3,21070.0
13303,30637,2,7980.0
13304,31693,2,126960.0
13308,35677,1,37938.0
13311,34669,4,34276.0
13312,30445,1,4740.5
13315,29100,1,13990.0
13316,24132,6,58390.0
13317,33541,2,7980.0
13318,31837,1,9990.0
13319,2916,4,4850.83
13321,44365,5,78118.0
13323,29340,2,34021.6
13326,17076,5,86132.4
13327,4980,9,92916.0
13329,27492,2,9580.0
13330,32197,3,29750.0
13331,5460,10,43368.0
13332,27876,1,12990.0
13333,684,2,396.0
13334,28092,1,14990.0
13340,32869,1,15990.0
13341,31069,7,148790.0
13342,27612,1,45990.0
13344,27084,1,2590.0
13345,28476,11,220810.0
13348,32125,2,19980.0
13349,31669,1,13990.0
13351,25332,10,791310.0
13352,29484,1,6392.0
13353,33661,11,297732.0
13354,33037,1,2990.0
13356,20556,9,202655.1
13357,30157,4,147666.0
13358,32485,1,15990.0
13360,43165,1,9990.0
13361,30036,2,25160.0
13362,2604,126,2339766.52
13363,21612,10,144231.0
13364,29988,5,227250.0
13366,30493,1,16990.0
13368,21732,13,69286.02
13369,29028,5,124730.0
13372,26868,4,115600.0
13373,28332,1,34886.22
13374,31093,1,756.0
13375,28452,1,7990.0
13376,30349,1,12340.0
13377,27996,2,70960.0
13378,32533,1,6590.0
13380,31117,1,7990.0
13381,28308,1,8990.0
13382,33637,1,8990.0
13383,20460,9,62130.0
13384,34861,11,356970.0
13385,31021,4,44496.0
13386,32917,3,73410.0
13387,34789,1,6990.0
13388,20028,16,280981.0
13389,30421,1,6990.0
13392,28956,3,2886.0
13393,28116,1,5390.0
13394,24612,9,172813.0
13397,28716,2,18580.0
13398,4872,18,842109.0
13400,34429,1,14990.0
13401,24900,7,46991.05
13402,28596,1,14990.0
13403,33349,3,130710.0
13404,40045,3,134951.0
13405,29220,1,1590.0
13407,30541,2,7360.0
13409,11604,66,1853186.2
13411,37981,7,1059509.9
13413,30253,1,1990.0
13414,29268,5,82039.0
13416,16644,2,1398.0
13417,32845,7,418810.0
13418,28500,3,173310.0
13419,35053,1,11990.0
13420,32797,8,338544.0
13422,27636,1,12990.0
13423,34237,10,252768.0
13426,29676,10,406940.0
13428,29292,5,14643.0
13429,31381,2,20760.0
13430,34189,1,9990.0
13431,33397,1,4990.0
13432,33181,3,62010.0
13433,29580,4,252332.0
13434,32725,5,167220.0
13436,33589,1,3990.0
13437,32125,4,217340.8
13439,26268,6,688239.0
13440,23399,2,69980.0
13442,29004,4,35348.0
13444,14436,22,449401.1
13446,34549,14,767928.0
13447,22524,20,5290634.74
13448,36421,6,142080.0
13449,26652,4,230240.0
13451,31909,2,7380.0
13453,35485,2,29780.0
13455,49717,2,21906.0
13457,21228,6,3720.0
13458,27084,1,599.0
13460,30493,2,8978.0
13461,33733,1,15342.0
13462,29844,8,44584.0
13463,28356,1,16690.0
13464,27468,1,19490.0
13466,26076,3,23380.0
13468,5372,26,95761.72
13469,28284,3,4012.2
13471,33781,1,1592.0
13472,31453,6,265240.0
13474,25524,4,9483.65
13476,28812,1,19490.0
13479,34813,2,43960.0
13481,29484,6,304434.0
13482,31645,2,44560.0
13483,32293,1,7990.0
13485,21948,14,409520.0
13486,31549,2,14580.0
13487,18700,2,26480.0
13488,31021,9,386950.0
13489,29484,1,24990.0
13490,27348,1,29990.0
13491,27180,3,76750.0
13492,31861,3,134750.0
13493,31357,1,3990.0
13494,27180,1,7490.0
13495,22941,10,49824.0
13496,1620,11,216524.0
13497,16812,16,231827.1
13498,29436,1,14990.0
13500,33805,1,7290.0
13501,29412,2,35160.0
13502,33925,1,15990.0
13505,20196,6,49116.0
13506,29580,1,13990.0
13508,448,18,746668.02
13509,26940,3,42500.0
13510,900,18,176180.76
13511,31789,36,2049840.0
13513,31885,2,3980.0
13514,26916,4,127101.0
13515,33037,38,3521955.6
13516,30421,27,10360592.0
13517,34285,1,6995.0
13518,22212,14,1056442.83
13519,27468,5,145358.0
13521,30181,3,39393.0
13523,23988,3,90170.0
13525,34237,2,32960.0
13526,30421,7,138410.0
13527,32845,2,23160.0
13531,27444,3,39510.0
13532,34501,1,19990.0
13533,32365,3,119910.0
13534,22116,3,30270.0
13535,26460,4,55640.0
13536,23758,24,104850.05
13538,28164,4,190640.0
13540,28164,4,143840.0
13542,31909,1,1990.0
13543,2316,5,45405.0
13544,28308,2,26760.0
13546,31261,2,46360.0
13548,32053,4,49964.0
13550,29916,3,113190.44
13551,1788,79,1167861.5
13552,26940,3,67950.0
13553,27180,1,40790.0
13554,2988,10,62606.57
13558,28716,1,3590.0
13559,27132,4,69240.0
13561,28500,1,2990.0
13564,29724,1,17990.0
13565,33661,2,166360.0
13566,27276,3,129729.0
13567,27276,4,34641.6
13568,25740,2,11875.0
13569,29892,3,20910.0
13570,17220,6,158127.43
13571,29412,4,476780.0
13572,28164,1,6990.0
13573,32749,2,23960.0
13574,21588,7,113190.0
13575,28212,1,4990.0
13576,24324,11,176750.0
13578,30541,2,16360.0
13580,31453,2,13980.0
13581,31789,1,19990.0
13583,29892,1,4990.0
13586,25452,8,118776.0
13587,34597,6,176148.0
13588,17148,9,913710.0
13589,45301,3,23786.0
13590,44989,2,35960.0
13591,31717,2,67510.0
13594,27660,1,4490.0
13596,32173,9,651367.0
13598,29916,3,99277.2
13599,27276,2,7982.0
13601,108,22,29585.0
13602,31573,1,5990.0
13603,34501,2,34980.0
13606,26748,2,49160.0
13608,33853,1,3790.0
13610,34213,1,3790.0
13611,33877,11,1011570.0
13612,42805,4,17948.0
13614,36085,15,639209.7
13615,28812,36,574116.0
13617,34765,1,5811.0
13618,34309,2,104960.0
13619,26892,3,15564.0
13620,30877,3,27370.0
13621,29340,1,10990.0
13622,28260,4,188680.0
13623,33397,14,412174.0
13624,27972,1,31047.0
13627,7620,8,68443.0
13629,30060,16,106960.0
13631,26988,3,97950.0
13634,32173,7,153971.0
13635,29652,1,15462.0
13637,26652,5,471239.1
13638,29724,3,78950.0
13639,32581,2,3780.0
13640,30805,2,38562.0
13641,34309,1,5990.0
13646,28092,1,14490.0
13648,31453,1,5190.0
13649,27948,2,26960.0
13650,34549,4,57300.0
13651,26628,2,4280.0
13655,28812,2,85780.0
13656,31165,2,31760.0
13657,21012,33,3420586.0
13658,31189,3,41650.0
13659,26580,4,307644.1
13660,28716,2,25390.0
13663,28452,1,2691.0
13664,28452,1,19490.0
13668,29700,2,40560.0
13669,33733,4,24640.0
13670,14316,8,125400.0
13672,16620,27,596040.0
13675,30733,1,3490.0
13676,26724,2,28780.0
13677,15036,2,41980.0
13678,30421,10,267042.0
13679,30517,1,8990.0
13680,28068,3,50550.0
13683,33757,2,195901.2
13684,44269,3,20910.0
13685,29772,3,45950.0
